pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.28,2320.0,0.0,305.0,489.9,147.0,27.4,152.0,53.5,219.0,4.5,0.28,1126,538.02202,545.2656684000004,514.234,Highly Polluted (Not for any domestic use)
7.9,2952.0,0.0,98.0,1028.0,41.0,38.0,325.0,94.848,190.0,8.7,0.13,1978,759.737392,772.4764938640001,919.5244,Highly Polluted (Not for any domestic use)
7.5,820.0,0.0,207.0,135.0,44.0,5.0,60.0,36.0,48.0,1.6,0.37,549,215.1866,218.98863280000015,250.65000000000003,Poor (Needs purification before use)
7.2,79.0,0.0,31.0,9.1,4.5,3.0,8.0,1.9,7.3,3.3,0.16,469,82.3874,79.93815890000003,192.73000000000002,Moderate (Filtration required)
7.36,4915.0,0.0,476.0,1053.0,421.0,10.0,287.0,38.0,617.0,14.0,0.37,2729,1184.88604,1199.15444501,1191.3080000000002,Extremely Polluted (Only suitable for industrial use)
7.7,462.0,0.0,153.0,39.0,8.2,31.0,55.0,7.0,20.0,20.0,0.22,300,123.9072,123.72657834500004,140.91,Moderate (Filtration required)
7.5,583.0,0.0,310.0,15.0,13.0,2.0,62.0,23.0,11.0,14.2,0.2,379,156.8292,156.55313369800004,179.35,Moderate (Filtration required)
7.8,5470.0,0.0,683.0,1152.0,642.0,5.2,280.0,126.0,645.0,26.0,1.26,3282,1382.0878,1358.1929977199998,1436.94,Extremely Polluted (Only suitable for industrial use)
7.47,64.68,0.0,18.3,10.6,1.2,2.0,6.0,2.4,2.7,0.4,0.14,678,108.6728,110.25038200000009,275.96099999999996,Poor (Needs purification before use)
7.97,1710.0,0.0,610.0,227.0,31.4,2.6,68.0,43.0,227.0,13.4,1.05,985,431.38658,429.7242558109999,429.69100000000003,"Severely Contaminated (Avoid drinking, high health risk)"
7.29,1424.0,0.0,474.0,147.0,38.0,48.0,108.0,67.0,71.0,5.9,0.49,854,362.29146,366.935623694,396.28700000000003,"Very Poor (Not suitable for drinking, high risk)"
6.95,180.0,0.0,37.0,28.0,6.0,7.2,10.0,4.0,15.2,5.4,0.04,608,117.4027,118.6222664000001,249.485,Poor (Needs purification before use)
7.81,1040.0,0.0,201.0,135.0,153.0,1.0,34.0,63.0,80.0,5.0,0.54,624,263.46234,263.4734540459998,281.043,Poor (Needs purification before use)
7.31,201.8,0.0,103.7,17.7,0.0,1.4,32.0,6.1,1.2,1.3,0.05,158,59.21524,61.35559494399997,76.82300000000001,Good (Minor treatment needed)
8.39,2660.0,96.0,244.0,462.0,146.0,224.0,32.0,75.0,411.5,7.9,0.88,1782,696.01936,694.171493502,747.4170000000001,Highly Polluted (Not for any domestic use)
7.87,1805.0,0.0,384.0,231.0,168.0,105.0,150.0,15.0,183.0,54.0,0.21,1173,483.56718,480.12722006999996,521.061,Highly Polluted (Not for any domestic use)
7.87,560.0,0.0,250.0,43.0,7.0,3.0,70.0,22.0,6.0,0.6,1.91,306,139.90978,141.5087206,152.36100000000002,Moderate (Filtration required)
7.7,1054.0,0.0,73.0,170.0,117.0,82.0,68.136,39.0,72.0,0.8,0.33,706,276.883352,280.83766932400005,316.85080000000005,"Very Poor (Not suitable for drinking, high risk)"
7.86,4030.0,0.0,751.0,638.0,326.0,218.0,144.0,156.0,465.0,22.0,0.52,1126,848.94304,840.1018169999999,542.758,Highly Polluted (Not for any domestic use)
7.34,657.0,0.0,323.3,14.2,34.0,1.7,86.0,20.7,5.0,4.4,0.11,246,150.02256,144.996204044,132.612,Moderate (Filtration required)
6.9,110.0,0.0,18.0,18.0,4.0,9.7,8.0,4.0,8.1,0.4,0.22,608,106.2578,106.78735140000006,248.87,Poor (Needs purification before use)
8.7,408.0,24.0,159.0,42.0,4.0,17.18,32.0,22.0,26.0,8.0,0.11,262,109.55254,107.44849928000002,123.61000000000001,Moderate (Filtration required)
8.04,1194.0,0.0,476.0,99.0,49.0,93.0,36.072,39.0,180.0,0.54,1.7,800,333.146904,326.028887408,344.93359999999996,"Very Poor (Not suitable for drinking, high risk)"
8.11,886.6,0.0,237.9,95.7,35.2,63.7,66.0,38.9,22.4,27.5,0.17,1265,332.33994,323.1213541999998,539.903,Highly Polluted (Not for any domestic use)
7.6,520.0,0.0,243.0,15.0,12.0,25.0,55.0,11.0,32.0,1.4,0.35,338,140.9438,140.3241440270001,157.28000000000003,Moderate (Filtration required)
7.6,1354.0,0.0,67.0,426.0,9.0,1.0,36.0,7.0,245.0,7.0,0.11,1126,376.4014,386.94641289999987,465.58,"Severely Contaminated (Avoid drinking, high health risk)"
7.77,649.0,0.0,281.0,37.0,30.0,4.0,50.0,19.0,59.0,1.7,0.07,167,136.89198,138.49454492000007,89.831,Good (Minor treatment needed)
7.86,769.0,0.0,427.0,35.5,7.0,6.5,36.0,40.8,75.0,2.9,0.65,489,207.65014,207.22245938400008,220.99800000000002,Poor (Needs purification before use)
7.25,170.0,0.0,10.0,10.8,1.5,54.0,14.2,5.02,16.2,1.8,0.06,84,43.87648,41.433138075999985,41.541,Excellent (Safe for drinking)
8.3,1053.0,0.0,122.0,165.0,55.0,141.0,40.0,28.0,135.0,4.0,0.84,631,273.2372,271.3306722760001,275.29,Poor (Needs purification before use)
7.77,870.0,0.0,207.0,64.0,146.0,25.0,106.0,17.0,22.0,40.0,0.37,547,231.54878,223.63491435000003,258.031,Poor (Needs purification before use)
8.09,366.0,0.0,207.0,7.1,20.0,0.0,48.0,14.0,6.0,2.6,0.44,219,98.24546,98.34818410800003,108.62700000000001,Moderate (Filtration required)
8.0,693.0,0.0,268.0,14.0,44.0,3.5,36.0,46.0,9.0,4.1,0.19,450,178.0731,180.59317425000006,207.0,Poor (Needs purification before use)
7.92,540.0,0.0,195.0,37.0,28.0,23.0,38.0,19.0,39.0,5.7,0.33,597,179.47008,180.23185470000007,258.276,Poor (Needs purification before use)
7.3,2250.0,0.0,585.8,241.1,202.1,234.0,144.0,116.6,146.0,28.7,1.15,1181,574.9444,559.9093749750003,552.77,Highly Polluted (Not for any domestic use)
7.2,2050.0,0.0,741.0,212.0,56.0,81.0,236.0,37.0,104.0,21.1,0.4,1333,546.5874,539.8798455200001,617.26,Highly Polluted (Not for any domestic use)
7.86,1298.0,0.0,433.0,149.0,120.0,6.8,110.0,35.0,123.0,8.2,1.1,818,345.06164,338.31239005600014,373.05800000000005,"Very Poor (Not suitable for drinking, high risk)"
7.65,880.0,0.0,437.0,20.0,20.0,12.0,97.0,16.0,59.0,2.5,0.5,528,229.4501,231.67716132300006,247.395,Poor (Needs purification before use)
9.26,210.0,12.0,12.0,25.0,29.0,10.0,8.0,2.0,28.0,2.0,0.41,126,53.09564,54.468036739999974,56.178000000000004,Good (Minor treatment needed)
7.68,172.7,0.0,79.3,17.7,0.0,1.9,26.0,2.4,5.1,5.3,0.01,83,43.18512,44.14730520000001,44.024,Excellent (Safe for drinking)
7.75,1044.0,0.0,518.5,53.3,22.6,0.3,52.0,42.5,97.0,6.1,0.63,313,226.4745,229.10089079999997,155.875,Moderate (Filtration required)
7.54,1530.0,0.0,439.3,156.0,78.0,177.4,76.0,60.8,152.0,4.0,1.8,1181,444.44576,432.9391057999998,515.702,Highly Polluted (Not for any domestic use)
7.39,1120.0,0.0,354.0,105.0,35.0,96.0,70.0,36.0,104.0,2.7,0.47,728,300.86166,297.37036739999996,325.217,"Very Poor (Not suitable for drinking, high risk)"
6.95,911.0,0.0,214.0,128.0,45.0,63.0,102.0,25.0,50.0,0.9,0.73,546,235.6247,235.4314142019999,258.58500000000004,Poor (Needs purification before use)
7.6,240.0,0.0,37.0,57.0,3.0,1.1,14.0,11.0,13.8,0.5,0.0,608,125.6793,130.21733136,252.98000000000002,Poor (Needs purification before use)
7.82,211.3,0.0,73.2,31.9,0.0,14.5,22.0,6.1,12.5,6.7,0.01,215,69.35538,66.27942674,96.77600000000001,Good (Minor treatment needed)
7.12,1332.0,0.0,394.0,163.0,25.0,52.0,72.0,17.0,182.0,5.6,0.5,799,340.33928,344.117262324,348.43600000000004,"Very Poor (Not suitable for drinking, high risk)"
8.3,746.0,0.0,159.0,135.0,35.0,2.0,48.0,22.0,70.0,0.64,0.23,500,194.38004,194.30780228999996,223.49,Poor (Needs purification before use)
8.01,2401.0,0.0,720.0,362.0,69.0,45.0,24.0,32.0,463.0,2.9,2.8,1609,640.77854,635.1399742159994,662.803,Highly Polluted (Not for any domestic use)
7.25,4639.0,0.0,396.6,1251.4,205.1,4.5,122.2,210.2,489.1,25.4,0.8,540,814.5975,893.9157096000001,317.895,"Very Poor (Not suitable for drinking, high risk)"
7.03,1202.0,0.0,390.0,105.0,82.0,48.0,88.0,35.0,110.0,2.9,0.85,781,320.59382,318.1185641,351.409,"Very Poor (Not suitable for drinking, high risk)"
7.5,1956.0,0.0,769.0,206.0,64.0,4.0,192.0,78.0,61.0,4.0,0.02,28,336.34,339.1896868399999,94.45,Good (Minor treatment needed)
7.7,458.0,0.0,178.0,16.0,20.0,39.0,35.0,13.0,35.0,2.3,1.11,298,124.7006,123.22469556399996,135.91,Moderate (Filtration required)
7.32,1355.0,0.0,226.0,242.0,88.0,84.0,104.0,78.0,96.0,1.6,0.38,813,347.43108,348.06358947200005,381.9960000000001,"Very Poor (Not suitable for drinking, high risk)"
7.9,1449.0,0.0,190.0,82.0,9.0,37.0,33.0,16.0,94.0,1.77,0.009,942,338.28572,354.0735968759998,393.87,"Very Poor (Not suitable for drinking, high risk)"
8.33,378.8,12.0,219.78,127.62,15.2,1.03,64.05,20.6,42.44,17.64,0.53,200,112.11408,101.15173488,107.89399999999999,Moderate (Filtration required)
7.72,500.0,0.0,317.0,14.0,0.0,0.0,60.0,19.0,21.0,5.6,0.0,300,134.72768,134.4423209500001,146.016,Moderate (Filtration required)
8.86,373.0,39.0,55.0,21.0,23.0,1.0,20.0,1.0,55.0,2.0,0.39,223,89.09204,92.3951834432,98.158,Good (Minor treatment needed)
7.62,530.0,0.0,128.0,62.0,27.0,52.0,18.0,9.0,86.0,2.2,0.78,345,143.73588,139.3014679740001,148.386,Moderate (Filtration required)
7.88,1169.0,0.0,389.0,134.0,37.0,22.0,84.0,26.0,88.0,53.6,0.1,701,300.23492,300.26692039400007,315.764,"Very Poor (Not suitable for drinking, high risk)"
7.4,585.0,0.0,146.4,51.1,31.7,5.2,36.0,9.9,43.6,3.4,0.33,1181,262.7103,268.3573514639997,488.39000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.03,117.0,0.0,30.0,18.0,0.0,11.0,2.0,5.0,11.0,5.9,0.1,70,31.18082,31.88305754000001,32.509,Excellent (Safe for drinking)
7.9,734.0,0.0,244.0,43.0,111.0,19.0,36.0,27.0,78.0,2.0,0.35,608,218.7446,213.74300620000002,264.47,Poor (Needs purification before use)
8.31,1020.0,36.0,317.0,92.0,72.9,3.1,40.0,7.3,176.0,4.1,0.85,683,271.43174,273.63134246799996,289.883,Poor (Needs purification before use)
7.48,4892.0,0.0,1293.0,762.0,222.0,48.0,172.0,124.0,640.0,125.0,1.21,2883,1236.14772,1209.0915821299996,1244.244,Extremely Polluted (Only suitable for industrial use)
6.59,112.0,0.0,12.7,12.2,6.5,8.6,9.4,0.58,9.7,3.2,0.0,150,40.35318,41.140887920000026,64.971,Good (Minor treatment needed)
8.02,2365.0,0.0,256.0,589.0,114.0,44.0,68.0,109.0,250.0,1.2,0.84,1585,610.26348,613.7056113079998,689.506,Highly Polluted (Not for any domestic use)
7.87,3104.0,0.0,305.1,521.1,61.6,68.6,138.3,80.2,173.6,25.2,0.97,350,514.08068,575.8146316000001,207.911,Poor (Needs purification before use)
8.44,428.1,15.0,213.67,38.995,15.49,20.08,54.04,15.75,27.69,3.13,0.97,245,116.42671,112.21228293999994,121.469,Moderate (Filtration required)
7.62,703.0,0.0,360.0,64.0,7.0,0.0,12.0,70.0,22.0,8.0,0.39,402,180.16068,182.81544089999997,187.686,Moderate (Filtration required)
7.75,2579.0,0.0,353.9,234.0,489.1,215.1,114.2,66.8,337.8,2.4,0.68,820,576.083,549.2620864,384.625,"Very Poor (Not suitable for drinking, high risk)"
6.59,85.0,0.0,31.7,7.9,2.9,1.9,6.4,2.1,8.3,1.0,0.1,51,22.69116,23.04008205199999,24.927000000000003,Excellent (Safe for drinking)
7.55,2620.0,0.0,622.4,361.6,151.5,71.3,108.0,55.9,271.7,98.3,0.17,1181,608.9804,616.532044584,523.835,Highly Polluted (Not for any domestic use)
7.79,1792.0,0.0,464.0,228.0,155.0,70.0,48.0,112.0,189.0,6.2,1.53,1075,462.88726,463.62563222199964,480.337,"Severely Contaminated (Avoid drinking, high health risk)"
7.95,680.0,0.0,451.0,14.0,7.3,0.0,80.0,27.0,38.0,4.1,0.32,408,185.3165,182.37072625000002,197.685,Moderate (Filtration required)
7.7,661.0,0.0,333.0,27.0,26.0,1.0,49.0,30.0,35.0,5.5,0.18,430,177.7028,176.98976391599993,198.01,Moderate (Filtration required)
8.22,4320.0,0.0,214.0,781.0,850.0,1.0,60.0,168.0,508.0,31.0,0.57,2592,1083.97008,1081.9595225000007,1107.666,Extremely Polluted (Only suitable for industrial use)
8.1,2682.0,0.0,208.0,241.0,99.0,40.0,152.0,43.0,160.0,17.4,0.33,1743,631.3478,669.2250851740002,758.13,Highly Polluted (Not for any domestic use)
8.26,335.0,0.0,221.4,5.01,0.101,0.0,30.4,7.64,35.25,1.07,0.144,217,93.668742,93.32361734480003,100.69,"Beyond Measurement (Immediate action required, potential disaster)"
7.35,150.0,0.0,9.0,11.0,17.0,40.0,16.0,2.0,5.0,5.4,0.08,103,43.5683,42.29608579200001,48.805,Excellent (Safe for drinking)
7.35,775.0,0.0,289.0,30.0,65.0,30.0,60.0,46.0,18.0,2.3,0.42,465,200.5957,201.4209204080001,220.005,Poor (Needs purification before use)
7.8,2850.0,0.0,268.0,653.0,172.0,66.1,164.0,100.0,261.0,13.0,0.9,1710,706.0945,703.8195818760005,765.5400000000001,Highly Polluted (Not for any domestic use)
8.47,567.0,24.0,207.434,71.0,2.4,0.0,20.04,24.0,70.0,0.45,0.61,380,150.011184,153.79789164599998,167.753,Moderate (Filtration required)
7.49,1010.0,0.0,378.3,79.3,51.7,10.0,67.0,33.4,77.5,5.7,0.07,1181,340.97516,341.71485300000035,504.76700000000005,Highly Polluted (Not for any domestic use)
7.9,752.0,0.0,268.0,82.0,21.0,33.0,48.0,36.0,51.0,0.0,1.08,419,190.4036,188.4046352,195.17000000000002,Moderate (Filtration required)
8.7,249.1,6.0,140.41,28.36,10.54,30.82,32.03,9.69,27.62,3.9,0.88,144,73.98262,68.60848504999998,72.726,Good (Minor treatment needed)
7.58,768.0,0.0,384.3,21.3,23.6,12.1,62.0,31.6,34.9,19.5,0.87,215,165.94792,158.95011680000005,116.354,Moderate (Filtration required)
7.52,575.0,0.0,189.2,49.6,39.4,32.5,50.1,25.5,24.8,0.8,0.97,354,151.67998,151.2201628600001,166.536,Moderate (Filtration required)
7.85,768.2,0.0,378.3,31.9,16.8,10.7,14.0,57.1,42.1,0.5,0.76,620,220.7002,220.90298080000014,271.685,Poor (Needs purification before use)
7.64,2678.0,0.0,171.0,837.0,39.0,1.5,208.0,68.0,272.0,5.1,0.48,1794,683.59306,691.491935515,802.692,Highly Polluted (Not for any domestic use)
7.84,984.2,0.0,299.0,78.0,55.2,83.6,36.1,60.8,47.8,8.3,0.98,534,247.02406,242.8999264000001,245.02200000000002,Poor (Needs purification before use)
7.71,556.0,0.0,293.0,28.0,22.0,0.0,28.0,29.0,57.0,5.2,0.51,333,147.92914,146.49023561400006,152.613,Moderate (Filtration required)
7.75,510.0,0.0,152.0,15.0,80.0,30.0,42.0,15.0,40.0,1.9,0.35,306,135.6089,133.46152003299986,141.82500000000002,Moderate (Filtration required)
7.85,1363.0,0.0,378.0,209.0,48.0,24.0,126.0,44.0,83.0,8.0,0.32,1126,390.2219,391.6508029999999,503.75500000000005,Highly Polluted (Not for any domestic use)
7.89,743.0,0.0,360.0,46.0,18.0,0.0,36.0,38.0,55.0,4.3,0.76,483,198.13226,198.45199004500006,217.767,Poor (Needs purification before use)
8.44,1980.0,54.0,61.0,433.0,208.0,6.0,106.0,90.0,134.0,3.0,0.46,1188,479.66216,499.452863952,536.532,Highly Polluted (Not for any domestic use)
8.7,246.0,6.0,195.36,14.18,8.31,0.0,44.04,8.47,11.53,35.0,0.61,142,73.66608,70.258262909,75.163,Good (Minor treatment needed)
7.54,3750.0,0.0,170.8,809.4,341.0,2.3,116.0,116.2,194.4,2.6,0.24,608,659.32986,676.7353454,315.122,"Very Poor (Not suitable for drinking, high risk)"
8.5,2720.0,102.0,606.0,325.0,116.0,272.0,113.0,66.0,279.0,217.0,0.02,1818,739.387,727.8510750000003,783.45,Highly Polluted (Not for any domestic use)
7.62,567.0,0.0,179.0,48.0,28.0,36.0,30.0,34.0,28.0,1.5,0.64,340,146.30868,146.76973869499997,157.486,Moderate (Filtration required)
7.68,1123.0,0.0,519.0,110.0,0.0,0.0,20.0,23.0,187.0,2.0,0.93,659,289.80652,287.48122912799994,278.804,Poor (Needs purification before use)
7.87,4700.0,0.0,232.0,1347.0,210.0,96.0,381.0,58.0,582.0,1.2,0.2,3149,1216.68638,1202.9017832800002,1393.6610000000003,Extremely Polluted (Only suitable for industrial use)
7.75,118.0,0.0,92.0,11.0,12.0,0.0,8.0,12.0,11.0,2.0,0.0,70,36.0905,34.19012822800003,36.325,Excellent (Safe for drinking)
7.61,475.0,0.0,193.0,35.0,4.0,11.0,38.0,11.0,40.0,1.7,0.6,33,86.22574,90.51139743999994,30.183,Excellent (Safe for drinking)
8.12,460.0,0.0,141.0,43.0,41.0,14.1,28.0,13.0,28.4,27.4,0.0,608,167.86818,164.6461742000001,257.93600000000004,Poor (Needs purification before use)
7.31,649.0,0.0,209.1,47.4,67.5,15.0,30.0,30.1,71.3,1.1,1.24,120,130.45194,129.89719820000002,68.223,Good (Minor treatment needed)
7.46,800.0,0.0,240.0,67.0,28.0,50.0,87.0,11.0,60.0,2.7,0.3,480,206.22764,205.908880216,223.638,Poor (Needs purification before use)
8.15,1052.0,0.0,469.7,78.0,60.8,6.3,28.0,26.7,175.8,5.3,0.14,737,293.7485,292.4499757999997,313.65500000000003,"Very Poor (Not suitable for drinking, high risk)"
8.1,1364.0,0.0,317.0,213.0,66.0,77.0,60.0,66.0,162.0,1.5,0.85,818,352.0284,350.738447392,367.43000000000006,"Very Poor (Not suitable for drinking, high risk)"
7.6,1300.0,0.0,573.6,106.4,77.0,30.0,44.0,48.6,165.4,15.4,1.55,1181,403.551,398.60417519999976,502.46,Highly Polluted (Not for any domestic use)
8.56,410.0,18.0,98.0,59.0,12.0,21.0,28.0,17.0,42.0,5.0,0.68,246,105.50584,105.51076954399997,114.468,Moderate (Filtration required)
5.92,420.0,0.0,12.9,57.6,3.0,77.5,19.0,6.1,42.6,14.5,0.58,252,106.57248,106.0525934419999,110.10600000000001,Moderate (Filtration required)
7.77,597.2,0.0,292.9,31.9,13.7,5.8,52.1,24.3,19.3,6.1,0.62,620,193.03928,190.68244739999994,273.251,Poor (Needs purification before use)
7.5,1238.0,0.0,250.2,152.4,79.4,156.9,90.2,60.8,61.3,2.4,0.26,640,309.9932,299.8297989999999,303.55,"Very Poor (Not suitable for drinking, high risk)"
7.61,1925.0,0.0,330.0,368.0,13.0,4.0,78.0,57.1144,17.2,5.0,0.14,234,323.1982576,343.6776207199999,136.41732000000002,Moderate (Filtration required)
8.06,468.0,0.0,153.75,39.7,25.63,51.3,22.0,29.16,28.52,15.12,0.09,304,129.158,125.93746545500008,139.366,Moderate (Filtration required)
7.9,1806.0,0.0,378.3,319.1,150.0,4.3,8.0,24.3,345.0,4.5,1.2,1181,474.1366,476.7447859279999,484.46000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.05,1254.0,0.0,439.2,106.5,105.9,6.8,66.0,52.2,90.5,37.7,0.95,49,223.1896,222.61509756000004,57.475,Good (Minor treatment needed)
7.61,1456.0,0.0,238.0,317.0,16.0,82.0,188.0,29.0,63.0,1.1,0.24,597,328.68014,327.3463633999998,306.183,"Very Poor (Not suitable for drinking, high risk)"
7.95,1139.0,0.0,378.0,122.0,46.0,38.0,70.0,38.0,109.0,1.2,1.02,740,301.5305,301.63458839999987,330.78499999999997,"Very Poor (Not suitable for drinking, high risk)"
7.85,2712.0,0.0,305.0,698.4,20.9,1.1,120.0,85.1,270.9,7.2,0.04,362,475.7718,507.69433339999995,208.685,Poor (Needs purification before use)
6.41,400.0,0.0,134.2,18.0,0.0,15.0,34.068,8.512,22.67,12.6,0.24,240,100.071454,104.50191548599993,110.697,Moderate (Filtration required)
8.0,2030.0,0.0,159.0,327.0,374.0,65.0,94.0,157.0,86.0,5.0,0.64,1218,514.578,511.53254640099976,564.9,Highly Polluted (Not for any domestic use)
7.6,386.0,0.0,140.0,30.0,12.0,18.0,20.0,18.0,27.0,1.1,0.33,251,102.564,102.63573574399997,114.08000000000001,Moderate (Filtration required)
7.97,519.0,0.0,280.6,14.2,0.0,0.0,36.0,28.8,24.2,3.1,0.32,489,159.79458,160.59585820000004,217.431,Poor (Needs purification before use)
7.82,590.0,0.0,239.0,35.0,22.0,27.6,44.0,16.0,25.1,40.6,0.37,608,191.74658,188.5392708999999,263.54600000000005,Poor (Needs purification before use)
7.56,613.3,0.0,396.5,31.9,0.7,5.2,28.0,57.1,15.7,4.5,0.09,268,151.16524,142.832748896,134.998,Moderate (Filtration required)
7.97,212.2,0.0,48.8,35.5,0.0,30.5,16.0,3.6,23.0,4.3,0.14,273,78.31788,76.75489949999998,117.471,Moderate (Filtration required)
7.9,533.0,0.0,170.8,53.3,24.0,28.0,42.0,30.4,4.2,9.3,0.26,32,96.239,99.54788355999997,36.89,Excellent (Safe for drinking)
7.8,565.0,0.0,281.0,14.0,34.0,0.0,40.0,27.0,34.0,8.0,0.48,489,169.8532,167.08973300000008,218.04000000000002,Poor (Needs purification before use)
7.85,711.5,0.0,335.6,24.8,34.4,8.1,14.0,51.0,35.5,2.6,0.66,620,211.1175,214.3833445999999,269.855,Poor (Needs purification before use)
7.51,878.0,0.0,293.0,105.0,23.0,24.0,84.0,13.0,79.0,2.9,0.83,597,236.38554,236.140419957,270.153,Poor (Needs purification before use)
7.57,1720.0,0.0,378.0,305.0,106.0,37.0,116.0,56.0,166.0,5.0,0.47,1022,436.96798,432.5576309679998,462.67100000000005,"Severely Contaminated (Avoid drinking, high health risk)"
6.2,683.0,0.0,61.02,127.62,93.5,19.8,48.0,24.304,52.5,2.4,0.2,409,173.149956,172.38019428799996,187.15120000000005,Moderate (Filtration required)
7.7,1215.0,0.0,196.0,74.0,24.0,42.0,76.0,35.0,34.0,1.0,0.55,790,291.6128,301.5512654000002,351.61,"Very Poor (Not suitable for drinking, high risk)"
7.8,1655.0,0.0,342.0,206.0,189.0,4.0,62.0,35.0,220.0,8.0,0.85,608,362.9082,372.0980448000001,274.64000000000004,Poor (Needs purification before use)
7.62,838.0,0.0,378.0,78.0,11.0,20.0,88.0,27.0,57.0,3.1,0.23,561,229.15328,228.354802964,261.18600000000004,Poor (Needs purification before use)
7.1,3640.0,0.0,463.8,482.1,230.0,673.6,232.0,126.4,292.0,26.5,0.83,1181,823.1022,781.4348813999995,582.0500000000001,Highly Polluted (Not for any domestic use)
7.15,528.0,0.0,311.0,14.0,3.4,0.29,38.0,23.0,27.0,4.6,0.8,316,139.19697,141.54405147999987,146.84500000000003,Moderate (Filtration required)
7.8,596.0,0.0,232.0,39.0,31.0,18.0,41.0,19.0,65.0,0.59,1.22,387,160.15224,159.11471139199995,175.14000000000001,Moderate (Filtration required)
7.81,910.0,0.0,232.0,135.0,33.0,55.0,62.0,36.0,64.0,2.4,0.33,546,234.19174,233.42925073799995,250.143,Poor (Needs purification before use)
7.45,712.0,0.0,228.0,80.0,11.0,40.0,85.0,12.0,35.0,4.2,0.15,427,183.9415,184.2085439510001,202.13500000000002,Poor (Needs purification before use)
7.5,3699.0,0.0,749.0,497.0,146.0,62.0,272.0,104.0,112.0,2.02,1.02,2404,923.70412,925.0591564510003,1076.65,Extremely Polluted (Only suitable for industrial use)
8.36,5110.0,84.0,134.2,1047.0,537.0,146.6,268.0,116.0,461.9,310.4,0.29,608,915.47874,915.8582968000009,360.908,"Very Poor (Not suitable for drinking, high risk)"
7.7,2680.0,0.0,793.0,355.0,160.0,17.0,80.0,75.0,387.0,4.0,1.14,1563,678.0038,671.2638193089999,674.01,Highly Polluted (Not for any domestic use)
7.46,1740.0,0.0,488.0,298.0,12.0,44.0,92.0,66.0,122.0,79.0,0.88,1010,437.40844,435.29486995599996,453.638,"Severely Contaminated (Avoid drinking, high health risk)"
7.91,189.0,0.0,61.0,10.7,14.0,9.0,20.0,8.5,0.0,2.9,0.11,483,102.08684,99.05709910000009,204.12300000000002,Poor (Needs purification before use)
8.13,822.0,0.0,207.4,134.9,36.0,3.9,60.0,60.8,74.4,0.5,0.58,1358,332.30832,333.63660000000004,581.879,Highly Polluted (Not for any domestic use)
7.9,643.0,0.0,177.0,57.0,96.0,9.0,38.0,24.0,54.0,15.0,0.27,401,170.4886,166.852559827,181.37,Moderate (Filtration required)
8.51,253.2,0.0,91.5,39.0,1.5,0.0,32.0,4.9,13.4,1.4,0.38,638,135.26824,139.99722093999998,268.82300000000004,Poor (Needs purification before use)
8.18,408.0,0.0,231.8,14.2,7.2,0.8,48.0,24.3,15.4,0.2,0.13,1358,268.04502,271.3157511000001,567.344,Highly Polluted (Not for any domestic use)
8.12,385.0,0.0,159.0,35.0,19.0,7.2,48.0,12.0,17.0,4.7,0.19,258,105.86748,104.79200905000003,123.636,Moderate (Filtration required)
8.09,1591.0,0.0,866.0,149.0,77.0,0.0,76.0,180.0,35.0,5.0,1.29,954,426.45926,414.01456084599994,460.82700000000006,"Severely Contaminated (Avoid drinking, high health risk)"
7.4,1000.0,0.0,290.0,130.0,35.0,35.0,119.0,31.0,28.0,2.9,0.22,600,255.129,255.72372938899997,287.22,Poor (Needs purification before use)
7.96,627.0,0.0,222.0,57.0,22.0,25.0,48.0,24.0,40.0,2.0,0.77,376,162.01044,162.35954678399997,174.388,Moderate (Filtration required)
8.788,417.9,18.0,207.5659,46.085,17.257,2.8284,20.02,36.39806,33.91,4.42,0.81,271,115.9237283,112.66450821800002,127.961818,Moderate (Filtration required)
7.5,944.0,0.0,445.0,78.0,73.0,0.55,52.0,54.0,81.0,1.6,1.38,566,251.87825,248.99151587200006,260.45,Poor (Needs purification before use)
7.82,985.0,0.0,444.0,35.0,65.0,14.0,104.0,16.0,78.0,2.4,0.33,640,266.14988,263.96112699999964,294.346,Poor (Needs purification before use)
7.92,570.0,0.0,219.7,53.2,26.9,1.4,28.0,10.9,77.3,1.1,0.84,1181,267.82808,269.24834248799993,486.446,"Severely Contaminated (Avoid drinking, high health risk)"
8.43,707.0,14.0,228.0,118.0,10.0,6.2,16.0,39.0,84.0,8.8,0.4,1629,353.59242,371.3334488,670.629,Highly Polluted (Not for any domestic use)
7.48,1045.0,0.0,388.0,112.0,18.0,17.0,120.0,38.0,28.0,1.6,0.13,679,274.15432,276.6784967959997,321.244,"Very Poor (Not suitable for drinking, high risk)"
7.97,525.0,0.0,329.4,7.1,11.0,0.0,60.0,19.2,21.0,4.3,0.3,489,166.27118,164.67327780000002,221.751,Poor (Needs purification before use)
7.19,808.0,0.0,326.0,74.0,20.0,2.0,71.0,47.0,13.0,2.6,0.41,426,197.07226,197.95802329999998,207.95700000000002,Poor (Needs purification before use)
7.4,3850.0,0.0,176.9,694.8,236.0,30.0,128.0,124.0,220.0,1.7,1.67,1126,729.977,776.6879879999999,528.22,Highly Polluted (Not for any domestic use)
